Type,Name,Size,Unit,Dwt,GT,Flag,Built,Month,Builder,OwnerGroup
Container,Hansa Europe,3649 ,TEU,47267 ,38388 ,Germany,2012 ,6 ,Shanghai Shipyard,Leonhardt & Blumberg
Container,Karmen,3029 ,TEU,47230 ,37209 ,Liberia,1991 ,,Howaldtswerke Werft,Costamare Shipping
Container,MSC Shannon,3007 ,TEU,47120 ,37071 ,Panama,1991 ,11 ,Bremer Vulkan,MSC
Container,MSC Santhya,3005 ,TEU,47120 ,37071 ,Panama,1991 ,5 ,Bremer Vulkan,MSC
Container,MSC Nederland,3007 ,TEU,47120 ,37071 ,Panama,1992 ,11 ,Bremer Vulkan,Niki Shpg Co Inc
Container,MSC Mandy,3005 ,TEU,47120 ,37071 ,Panama,1993 ,2 ,Bremer Vulkan,MSC
Container,Hansa Asia,3649 ,TEU,47116 ,38388 ,Germany,2013 ,1 ,Shanghai Shipyard,Leonhardt & Blumberg
Container,Hansa America,3649 ,TEU,47069 ,38388 ,Liberia,2014 ,3 ,Shanghai Shipyard,Leonhardt & Blumberg
Container,Chopin,3600 ,TEU,47027 ,38364 ,Cyprus,2012 ,11 ,Shanghai Shipyard,Thomas Schulte
Container,Hugo Schulte,3635 ,TEU,47027 ,38364 ,Liberia,2010 ,7 ,Shanghai Shipyard,Thomas Schulte
Container,Lilly Schulte,3600 ,TEU,47027 ,38364 ,Liberia,2012 ,4 ,Shanghai Shipyard,Thomas Schulte
Container,Matar N,3421 ,TEU,46999 ,39824 ,Cyprus,2014 ,5 ,Huangpu Wenchong,Navios Group
Container,MSC Suez,3007 ,TEU,46975 ,36452 ,Panama,1993 ,2 ,Howaldtswerke Werft,MSC
Container,MSC Jordan,3007 ,TEU,46975 ,37071 ,Panama,1993 ,7 ,Howaldtswerke Werft,MSC
Container,MSC Atlantic,3005 ,TEU,46975 ,37071 ,Panama,1991 ,9 ,Howaldtswerke Werft,MSC
Container,Martha Schulte,3600 ,TEU,46925 ,38364 ,Liberia,2012 ,6 ,Shanghai Shipyard,Thomas Schulte
Container,Zim USA,3429 ,TEU,46350 ,41507 ,Liberia,1997 ,7 ,Howaldtswerke Werft,Zim Integrated Shpg.
Container,HS Chopin,3586 ,TEU,46345 ,38320 ,Liberia,2007 ,10 ,STX SB (Jinhae),Hansa Treuhand
Container,Summer E,3586 ,TEU,46321 ,38320 ,Cyprus,2007 ,7 ,STX SB (Jinhae),Reederei Nord
Container,HS Berlioz,3586 ,TEU,46288 ,38320 ,Liberia,2007 ,4 ,STX SB (Jinhae),Hansa Treuhand
Container,ANL Bindaree,3586 ,TEU,46288 ,38320 ,Liberia,2007 ,6 ,STX SB (Jinhae),Hansa Treuhand
Container,Spring R,3586 ,TEU,46230 ,38320 ,Cyprus,2007 ,7 ,STX SB (Jinhae),Reederei Nord
Container,Autumn E,3586 ,TEU,46212 ,38332 ,Cyprus,2008 ,4 ,STX SB (Jinhae),Reederei Nord
Container,ANL Barega,3586 ,TEU,46212 ,38332 ,Cyprus,2008 ,7 ,STX SB (Jinhae),Reederei Nord
Container,Nordic Beijing,3421 ,TEU,46150 ,39905 ,Liberia,2013 ,5 ,Guangzhou Wenchong,Nordic Hamburg
Container,Nordic Hong Kong,3421 ,TEU,46150 ,39905 ,Liberia,2013 ,11 ,Guangzhou Wenchong,Nordic Hamburg
Container,Nordic Wismar,3405 ,TEU,46131 ,39753 ,Liberia,2011 ,11 ,Rongcheng Shenfei,Nordic Hamburg
Container,Hedda Schulte,3405 ,TEU,46131 ,39753 ,Cyprus,2013 ,4 ,Rongcheng Shenfei,Thomas Schulte
Container,Nordic Macau,3421 ,TEU,46130 ,39905 ,Liberia,2014 ,1 ,Huangpu Wenchong,Nordic Hamburg
