Type,Name,Size,Unit,Dwt,GT,Flag,Built,Month,Builder,OwnerGroup
Container,Kota Carum,6606 ,TEU,83963 ,76097 ,Singapore,2011 ,11 ,Dalian Shipbuilding,Pacific Intl Lines
Container,YM Mandate,6572 ,TEU,83400 ,73675 ,Liberia,2010 ,5 ,Hanjin HI (Yeongdo),Danaos Shpg.
Container,YM Maturity,6500 ,TEU,83400 ,73675 ,Liberia,2010 ,7 ,Hanjin HI (Yeongdo),Danaos Shpg.
Container,CMA CGM Nerval,6554 ,TEU,83319 ,72884 ,Malta,2010 ,5 ,Sungdong SB,Danaos Shpg.
Container,CMA CGM Rabelais,6554 ,TEU,83317 ,72884 ,Malta,2010 ,7 ,Sungdong SB,Danaos Shpg.
Container,CMA CGM Moliere,6554 ,TEU,83293 ,72884 ,Malta,2009 ,9 ,Sungdong SB,Danaos Shpg.
Container,CMA CGM Musset,6554 ,TEU,83264 ,72884 ,Malta,2010 ,3 ,Sungdong SB,Danaos Shpg.
Container,CMA CGM Racine,6554 ,TEU,83217 ,72884 ,Malta,2010 ,8 ,Sungdong SB,Danaos Shpg.
Container,Swaziland,6208 ,TEU,82275 ,76800 ,Liberia,1998 ,1 ,MHI Nagasaki,Zodiac Maritime Agy
Container,Mozambique,6400 ,TEU,82275 ,76847 ,Liberia,1998 ,5 ,MHI Nagasaki,Eastern Pacific Shpg
Container,Zambia,6148 ,TEU,82271 ,76847 ,Liberia,1998 ,4 ,Mitsui Shipbuilding,Zodiac Maritime Agy
Container,MSC Geneva,6300 ,TEU,82000 ,65000 ,Madeira,2006 ,7 ,Daewoo-Mangalia,Gebab
Container,Lesotho,6342 ,TEU,81819 ,75637 ,Liberia,1997 ,10 ,I.H.I.,Eastern Pacific Shpg
Container,Botswana,6342 ,TEU,81819 ,75637 ,Liberia,1998 ,1 ,I.H.I.,Eastern Pacific Shpg
Container,Sea-Land Illinois,6648 ,TEU,81577 ,74583 ,Malta,2000 ,12 ,Hyundai HI,Costamare Shipping
Container,Sea-Land Michigan,6648 ,TEU,81574 ,74583 ,Malta,2000 ,10 ,Hyundai HI,Costamare Shipping
Container,Sea-Land New York,6648 ,TEU,81462 ,74661 ,Malta,2000 ,5 ,Hyundai HI,Costamare Shipping
Container,NYK Aquarius,6492 ,TEU,81171 ,75484 ,Panama,2003 ,11 ,I.H.I.,Kaisho Shipping Co.
Container,NYK Argus,6200 ,TEU,81171 ,75484 ,Panama,2004 ,2 ,I.H.I.,Kaisho Shipping Co.
Container,NYK Atlas,6200 ,TEU,81171 ,75484 ,Panama,2004 ,7 ,I.H.I.,Kaisho Shipping Co.
Container,NYK Apollo,6492 ,TEU,81171 ,75484 ,Panama,2002 ,11 ,I.H.I.,Kaisho Shipping Co.
Container,NYK Artemis,6492 ,TEU,81171 ,75484 ,Panama,2003 ,2 ,I.H.I.,Kaisho Shipping Co.
Container,Abyan,6500 ,TEU,81112 ,75395 ,Iran,2008 ,4 ,Hyundai HI,HDS Lines
Container,Pucon,6541 ,TEU,81099 ,73934 ,Marshall Islands,2006 ,8 ,Hyundai HI,Diana Shipping
Container,Maersk Kolkata,6644 ,TEU,81094 ,74661 ,Malta,2003 ,1 ,Hyundai HI,Costamare Shipping
Container,Maersk Kingston,6644 ,TEU,81094 ,74661 ,Malta,2003 ,4 ,Hyundai HI,Costamare Shipping
Container,Maersk Kalamata,6644 ,TEU,81094 ,74661 ,Malta,2003 ,6 ,Hyundai HI,Costamare Shipping
Container,Maersk Kobe,6648 ,TEU,81094 ,71340 ,Malta,2000 ,6 ,Hyundai HI,Costamare Shipping
Container,Sea-Land Washington,6648 ,TEU,81094 ,71340 ,Malta,2000 ,8 ,Hyundai HI,Costamare Shipping
Container,Zardis,6500 ,TEU,81021 ,75395 ,Iran,2008 ,10 ,Hyundai HI,Soroush Sarzamin
Container,Maule,6589 ,TEU,81002 ,75752 ,Liberia,2010 ,4 ,CSBC (Kaohsiung),Allseas Marine S. A.
Container,Maipo,6589 ,TEU,81002 ,75752 ,Liberia,2010 ,8 ,CSBC (Kaohsiung),Hapag-Lloyd
Container,Mataquito,6589 ,TEU,81002 ,75752 ,Liberia,2010 ,10 ,CSBC (Kaohsiung),Peter Dohle Schiff.
Container,Mehuin,6589 ,TEU,81002 ,75752 ,Liberia,2011 ,8 ,CSBC (Kaohsiung),Hapag-Lloyd
Container,Malleco,6589 ,TEU,81002 ,75752 ,Liberia,2009 ,10 ,CSBC (Kaohsiung),Peter Dohle Schiff.
Container,Cap Arnauti,6612 ,TEU,80905 ,69809 ,Liberia,2013 ,8 ,HHIC-Phil (Subic SY),Eastern Pacific Shpg
Container,Cap Andreas,6612 ,TEU,80905 ,69809 ,Liberia,2013 ,8 ,HHIC-Phil (Subic SY),Zodiac Maritime Agy
Container,Hanjin Budapest,6655 ,TEU,80866 ,74962 ,Panama,2006 ,9 ,Hyundai Samho HI,Hanjin Group
