"","gid","g.lon","g.lat","CO2","PM2.5","SOx","NOx"
"17481","122.68_29.44",122.68,29.44,139.1851,0.2077181,1.492122,2.638633
"17482","122.69_29.44",122.69,29.44,5.027973,0.007598596,0.05863415,0.09566393
"17483","122.69_29.45",122.69,29.45,15.15,0.02273598,0.1581387,0.2887473
"17484","122.69_29.46",122.69,29.46,13.95967,0.02216669,0.1522275,0.2735942
"17485","122.7_29.46",122.7,29.46,4.05982,0.006076093,0.04582358,0.07720935
"17486","122.7_29.47",122.7,29.47,14.97313,0.023608,0.1662864,0.2921232
"17487","122.7_29.48",122.7,29.48,11.03513,0.01774073,0.1241762,0.2174655
"17488","122.71_29.49",122.71,29.49,18.12705,0.0286124,0.1975643,0.3543025
"17489","122.72_29.51",122.72,29.51,14.71972,0.02334546,0.161112,0.2881545
"17490","122.72_29.52",122.72,29.52,164.142,0.2520601,1.828247,3.155912
"17491","122.73_29.53",122.73,29.53,13.18342,0.02000812,0.1445271,0.2515087
"17492","122.73_29.54",122.73,29.54,8.923314,0.01406266,0.09995528,0.1739396
"17493","122.73_29.55",122.73,29.55,2.52147,0.003991153,0.02799112,0.04949495
"17494","122.74_29.55",122.74,29.55,8.083788,0.01306547,0.09137111,0.1590469
"17495","122.74_29.56",122.74,29.56,7.314826,0.01220901,0.08368093,0.1467325
"17496","122.74_29.57",122.74,29.57,4.582461,0.007107042,0.04912434,0.089021
"17497","122.75_29.58",122.75,29.58,8.87213,0.01441567,0.1015214,0.1755826
"17498","122.77_29.62",122.77,29.62,NA,NA,NA,NA
"17499","122.78_29.65",122.78,29.65,10.82658,0.01632623,0.1184971,0.2055963
"17500","122.78_29.66",122.78,29.66,10.40979,0.01405248,0.1075623,0.1878877
"17501","122.79_29.69",122.79,29.69,NA,NA,NA,NA
"17502","122.8_29.7",122.8,29.7,NA,NA,NA,NA
"17503","122.8_29.71",122.8,29.71,NA,NA,NA,NA
"17504","122.83_29.78",122.83,29.78,29.17533,0.03882155,0.2926667,0.5220065
"17505","123_30.25",123,30.25,NA,NA,NA,NA
"17506","122.97_30.5",122.97,30.5,17.65097,0.02432153,0.187016,0.3212795
"17507","122.94_30.63",122.94,30.63,NA,NA,NA,NA
"17508","122.9_30.71",122.9,30.71,NA,NA,NA,NA
"17509","122.86_30.78",122.86,30.78,13.9219,0.01718596,0.1395046,0.2405947
"17510","122.97_30.56",122.97,30.56,40.36945,0.05671938,0.4167973,0.7402499
"17511","122.92_30.1",122.92,30.1,5.147163,0.007004698,0.05214129,0.09337828
"17512","122.89_30.07",122.89,30.07,5.939866,0.007744651,0.06083803,0.1056046
"17513","122.88_30.07",122.88,30.07,2.084816,0.002575152,0.02154751,0.03627828
"17514","122.88_30.06",122.88,30.06,6.526314,0.00858236,0.06728842,0.1168458
"17515","122.87_30.06",122.87,30.06,2.901238,0.003479123,0.02803671,0.04996475
"17516","122.7_29.91",122.7,29.91,NA,NA,NA,NA
"17517","122.45_29.62",122.45,29.62,NA,NA,NA,NA
"17518","122.46_29.01",122.46,29.01,14.07646,0.01939817,0.1374971,0.2572167
"17519","122.45_28.98",122.45,28.98,11.67198,0.01580303,0.1115019,0.2117345
"17520","122.44_28.86",122.44,28.86,11.56124,0.01593663,0.1223723,0.2103699
"17521","122.44_28.85",122.44,28.85,6.357363,0.008632796,0.06490959,0.1148223
"17522","122.44_28.83",122.44,28.83,12.88053,0.01901293,0.1391684,0.2425877
"17523","122.44_28.82",122.44,28.82,14.38269,0.02083138,0.1512634,0.2686423
"17524","122.44_28.81",122.44,28.81,13.61076,0.02011701,0.1486045,0.2559631
"17525","122.42_28.73",122.42,28.73,10.27853,0.01511277,0.1099935,0.1917408
"17526","122.42_28.72",122.42,28.72,8.540325,0.01255217,0.09283217,0.1592122
"17527","122.41_28.72",122.41,28.72,9.762416,0.0137536,0.1037709,0.1786336
"17528","122.41_28.7",122.41,28.7,4.878344,0.006836035,0.05042049,0.08970637
"17529","122.4_28.69",122.4,28.69,8.38028,0.01254315,0.09207719,0.1576321
"17530","122.39_28.68",122.39,28.68,8.247609,0.01181966,0.08593692,0.1527363
"17531","122.39_28.67",122.39,28.67,7.710632,0.01128114,0.08438483,0.1433884
"17532","122.38_28.67",122.38,28.67,6.446804,0.008652087,0.0617564,0.1166782
"17533","122.38_28.66",122.38,28.66,9.326331,0.0128504,0.09675437,0.169034
"17534","122.38_28.65",122.38,28.65,7.171731,0.01027287,0.07709065,0.1319571
"17535","122.37_28.65",122.37,28.65,6.399197,0.008756146,0.06399307,0.1167085
"17536","122.37_28.64",122.37,28.64,7.520987,0.01100196,0.08133176,0.1404455
"17537","122.37_28.63",122.37,28.63,11.46784,0.01597731,0.1205255,0.2090679
"17538","122.36_28.63",122.36,28.63,8.116115,0.01126534,0.0811878,0.1488013
"17539","122.36_28.62",122.36,28.62,7.289519,0.01062802,0.07858162,0.13597
"17540","122.35_28.61",122.35,28.61,7.031446,0.009875076,0.07149257,0.1297251
"17541","122.35_28.6",122.35,28.6,7.503825,0.01053366,0.07571042,0.1378133
"17542","122.33_28.57",122.33,28.57,7.824283,0.01127218,0.08408277,0.145157
"17543","122.33_28.56",122.33,28.56,7.941956,0.01157248,0.08643757,0.1475607
"17544","122.32_28.55",122.32,28.55,7.331115,0.01051356,0.0784238,0.1356895
"17545","122.32_28.54",122.32,28.54,10.91698,0.01581501,0.1134916,0.203474
"17546","122.32_28.53",122.32,28.53,10.14823,0.01478859,0.1112735,0.1893284
"17547","122.31_28.53",122.31,28.53,7.073848,0.01002151,0.07549779,0.1300246
"17548","122.31_28.52",122.31,28.52,9.471353,0.01379298,0.1048002,0.1761866
"17549","122.3_28.52",122.3,28.52,4.574752,0.006647969,0.04998591,0.08539098
"17550","122.3_28.51",122.3,28.51,6.542923,0.009207075,0.0706583,0.1203667
"17551","122.3_28.5",122.3,28.5,9.656707,0.01425896,0.1093157,0.1799913
"17552","122.29_28.5",122.29,28.5,4.749408,0.006694895,0.04976754,0.08778447
"17553","122.29_28.49",122.29,28.49,5.575279,0.008084482,0.06173114,0.1040179
"17554","122.29_28.48",122.29,28.48,8.047389,0.01207556,0.08969955,0.1518032
"17555","122.28_28.47",122.28,28.47,4.761734,0.006803253,0.05285024,0.08817842
"17556","122.27_28.46",122.27,28.46,6.300986,0.009136393,0.07232848,0.117305
"17557","122.27_28.45",122.27,28.45,4.435708,0.006243458,0.04763674,0.08151908
"17558","122.27_28.44",122.27,28.44,4.467445,0.006493476,0.05064817,0.08303832
"17559","122.26_28.43",122.26,28.43,3.750896,0.005258431,0.04130995,0.06859123
"17560","122.26_28.42",122.26,28.42,3.699647,0.00540113,0.04066608,0.06883917
"17561","122.26_28.41",122.26,28.41,7.871226,0.01218838,0.08921419,0.1508526
"17562","122.25_28.41",122.25,28.41,5.427266,0.00807527,0.05621026,0.1033811
"17563","122.25_28.4",122.25,28.4,4.036722,0.0058558,0.04155624,0.07570068
"17564","122.25_28.39",122.25,28.39,6.526195,0.01021898,0.07003327,0.1271118
"17565","122.24_28.39",122.24,28.39,5.380161,0.007971786,0.0575852,0.1018989
"17566","122.24_28.38",122.24,28.38,5.373813,0.008255542,0.0601023,0.1029554
"17567","122.23_28.37",122.23,28.37,NA,NA,NA,NA
"17568","122.23_28.35",122.23,28.35,8.107626,0.01226856,0.09329929,0.1529793
"17569","122.22_28.34",122.22,28.34,5.899908,0.008776031,0.06591612,0.1109757
"17570","122.22_28.33",122.22,28.33,6.514527,0.00974737,0.07291174,0.1224763
"17571","122.21_28.32",122.21,28.32,NA,NA,NA,NA
"17572","122.21_28.31",122.21,28.31,5.189609,0.007823166,0.05937017,0.09793912
"17573","122.2_28.3",122.2,28.3,NA,NA,NA,NA
"17574","122.2_28.29",122.2,28.29,4.477375,0.006611076,0.05156922,0.08355522
"17575","122.17_28.23",122.17,28.23,NA,NA,NA,NA
"17576","122.16_28.21",122.16,28.21,NA,NA,NA,NA
"17577","122.13_28.15",122.13,28.15,NA,NA,NA,NA
"17578","122.12_28.13",122.12,28.13,NA,NA,NA,NA
"17579","122.11_28.1",122.11,28.1,NA,NA,NA,NA
"17580","122.11_28.09",122.11,28.09,NA,NA,NA,NA
"17581","122.1_28.08",122.1,28.08,5.362378,0.007611876,0.05734941,0.09868964
"17582","122.1_28.07",122.1,28.07,NA,NA,NA,NA
"17583","122.09_28.05",122.09,28.05,5.674349,0.008038839,0.06107867,0.1039098
"17584","122.09_28.04",122.09,28.04,6.256938,0.00882641,0.07054081,0.1140828
"17585","122.08_28.02",122.08,28.02,5.447881,0.007619803,0.05942063,0.09923183
"17586","122.07_28.01",122.07,28.01,4.90234,0.007009404,0.05471219,0.08997883
"17587","122.07_28",122.07,28,7.175481,0.01022896,0.0776251,0.1318002
"17588","122.06_27.99",122.06,27.99,5.455324,0.007486214,0.05896491,0.0985978
"17589","122.06_27.98",122.06,27.98,8.400282,0.01204708,0.09456739,0.1543083
"17590","122.06_27.97",122.06,27.97,8.004254,0.01193983,0.09207907,0.1498678
"17591","122.05_27.97",122.05,27.97,5.637024,0.008047645,0.06226247,0.1037098
"17592","122.05_27.96",122.05,27.96,6.167549,0.009113843,0.07083629,0.1150668
"17593","122.05_27.95",122.05,27.95,8.209739,0.01150009,0.08854603,0.1496906
"17594","122.04_27.95",122.04,27.95,5.593781,0.008121433,0.06386005,0.1034348
"17595","122.04_27.94",122.04,27.94,5.606432,0.008176558,0.06258768,0.1044097
"17596","122.04_27.93",122.04,27.93,9.052293,0.01251144,0.09685967,0.1639076
"17597","122.03_27.92",122.03,27.92,15.17122,0.02232133,0.1730935,0.2819734
"17598","122.02_27.88",122.02,27.88,15.01563,0.01983555,0.1499191,0.2676837
"17599","122.01_27.86",122.01,27.86,12.50549,0.01553723,0.113153,0.2188103
"17600","122_27.85",122,27.85,13.25977,0.01814181,0.1382414,0.2395344
"17601","121.99_27.83",121.99,27.83,11.1372,0.01438035,0.1107292,0.1973136
"17602","121.99_27.82",121.99,27.82,9.002334,0.01305046,0.09148244,0.1686001
"17603","121.99_27.81",121.99,27.81,NA,NA,NA,NA
"17604","121.98_27.8",121.98,27.8,NA,NA,NA,NA
"17605","121.98_27.79",121.98,27.79,5.064887,0.007276001,0.05197541,0.0944743
"17606","121.96_27.75",121.96,27.75,NA,NA,NA,NA
"17607","121.95_27.74",121.95,27.74,NA,NA,NA,NA
"17608","121.95_27.73",121.95,27.73,NA,NA,NA,NA
"17609","121.94_27.72",121.94,27.72,NA,NA,NA,NA
"17610","121.94_27.71",121.94,27.71,NA,NA,NA,NA
"17611","121.94_27.7",121.94,27.7,NA,NA,NA,NA
"17612","121.91_27.65",121.91,27.65,7.475924,0.01089158,0.08541875,0.138787
"17613","121.91_27.64",121.91,27.64,8.265215,0.012729,0.09826461,0.157041
"17614","121.91_27.63",121.91,27.63,NA,NA,NA,NA
"17615","121.9_27.62",121.9,27.62,NA,NA,NA,NA
"17616","121.9_27.61",121.9,27.61,3.023847,0.004547871,0.03551692,0.05660872
"17617","122.84_29.36",122.84,29.36,132.5794,0.197043,1.508616,2.489525
"17618","122.64_29.36",122.64,29.36,NA,NA,NA,NA
"17619","122.72_29.56",122.72,29.56,NA,NA,NA,NA
"17620","122.6_29.28",122.6,29.28,NA,NA,NA,NA
"17621","122_27.92",122,27.92,NA,NA,NA,NA
"17622","121.88_27.64",121.88,27.64,NA,NA,NA,NA
"17623","122.98_31.06",122.98,31.06,NA,NA,NA,NA
"17624","122.44_31.35",122.44,31.35,0.3239617,0.0003719625,0.003249095,0.0054187
"17625","122.43_31.35",122.43,31.35,0.1551371,0.0001600809,0.001396909,0.002499809
"17626","122.43_31.36",122.43,31.36,0.2584438,0.0003357405,0.003027247,0.004498467
"17627","122.42_31.36",122.42,31.36,0.2157599,0.0002633848,0.002330784,0.003677226
"17628","122.42_31.37",122.42,31.37,0.03779208,4.613395e-05,0.0004082554,0.0006440956
"17629","122.41_31.37",122.41,31.37,0.232299,0.0002835746,0.00250945,0.003959104
"17630","122.41_31.38",122.41,31.38,0.1035042,0.0001263507,0.001118122,0.001764036
"17631","122.4_31.38",122.4,31.38,0.2078997,0.0002537896,0.002245873,0.003543264
"17632","122.4_31.39",122.4,31.39,0.4354933,0.00053162,0.004704491,0.007422172
"17633","122.39_31.39",122.39,31.39,0.4124728,0.000330777,0.002811001,0.006179593
"17634","122.39_31.4",122.39,31.4,0.09239429,0.0001127886,0.0009981053,0.001574689
"17635","122.4_31.41",122.4,31.41,0.2422299,0.0002308862,0.00199961,0.003809354
"17636","122.39_31.41",122.39,31.41,0.4089838,0.0003291124,0.002798015,0.0061329
"17637","122.44_31.34",122.44,31.34,0.01874375,2.288108e-05,0.0002024826,0.0003194524
"17638","122.45_31.34",122.45,31.34,0.734057,0.0009991429,0.008989868,0.01302583
"17639","122.45_31.33",122.45,31.33,0.2958818,0.0003418767,0.0030578,0.004954816
"17640","122.16_31.17",122.16,31.17,4.009565,0.004907039,0.04180476,0.06914466
"17641","121.73_31.32",121.73,31.32,20.68243,0.02234853,0.1838605,0.3384782
"17642","121.71_31.33",121.71,31.33,1.971044,0.002436045,0.02025633,0.03418234
"17643","121.98_31.08",121.98,31.08,0.1125051,0.000144367,0.001297754,0.001949536
"17644","122.33_31.01",122.33,31.01,NA,NA,NA,NA
"17645","122.38_31",122.38,31,3.704243,0.004315171,0.038582,0.06251305
"17646","122.42_30.99",122.42,30.99,0.9072667,0.001049721,0.009354082,0.01521941
"17647","122.43_30.99",122.43,30.99,4.763494,0.005801143,0.05048065,0.08158794
"17648","122.65_29.93",122.65,29.93,7.59942,0.009134117,0.07738712,0.1302976
"17649","122.49_29.83",122.49,29.83,12.80671,0.0149226,0.1274905,0.2174559
"17650","122.45_29.81",122.45,29.81,12.02352,0.01507873,0.1314802,0.2085849
"17651","122.43_29.8",122.43,29.8,11.75669,0.01386161,0.110737,0.2002409
"17652","122.08_29.78",122.08,29.78,683.944,0.64006,4.859205,10.55381
"17653","122.09_29.78",122.09,29.78,393.6574,0.2981235,2.203065,5.625116
"17654","122.1_29.79",122.1,29.79,303.7512,0.2053143,1.579701,4.337636
"17655","122.12_29.82",122.12,29.82,NA,NA,NA,NA
"17656","122.77_30.01",122.77,30.01,NA,NA,NA,NA
"17657","122.77_30.02",122.77,30.02,NA,NA,NA,NA
"17658","122.83_30.05",122.83,30.05,NA,NA,NA,NA
"17659","122.86_30.08",122.86,30.08,NA,NA,NA,NA
"17660","122.87_30.09",122.87,30.09,NA,NA,NA,NA
"17661","122.89_30.1",122.89,30.1,0.7861427,0.0009965692,0.008930699,0.0135966
"17662","122.93_30.13",122.93,30.13,NA,NA,NA,NA
"17663","122.98_30.76",122.98,30.76,35.16582,0.04976738,0.3722613,0.6496836
"17664","123_31.18",123,31.18,NA,NA,NA,NA
"17665","123.01_31.27",123.01,31.27,4.741159,0.006112162,0.04354352,0.08466004
"17666","123.01_31.28",123.01,31.28,2.087941,0.002841144,0.02109969,0.03799656
"17667","123_31.3",123,31.3,23.41534,0.03871194,0.2666538,0.4701232
"17668","123_31.31",123,31.31,NA,NA,NA,NA
"17669","123_31.32",123,31.32,NA,NA,NA,NA
"17670","123_31.33",123,31.33,18.61397,0.03050424,0.2094355,0.3721937
"17671","123_31.34",123,31.34,NA,NA,NA,NA
"17672","123_31.35",123,31.35,NA,NA,NA,NA
"17673","123_31.36",123,31.36,NA,NA,NA,NA
"17674","123_31.37",123,31.37,19.31863,0.03089514,0.2193946,0.381254
"17675","123_31.38",123,31.38,14.66428,0.02299925,0.1588256,0.2875391
"17676","123_31.39",123,31.39,8.542799,0.01278238,0.09241536,0.1628983
"17677","122.4_31.32",122.4,31.32,2.187793,0.001888459,0.01628672,0.03360524
"17678","122.4_31.36",122.4,31.36,4.16258,0.004734648,0.04207652,0.06916829
"17679","122.36_31.36",122.36,31.36,1.266563,0.001004814,0.008527939,0.01892182
"17680","122.36_31.4",122.36,31.4,4.947101,0.003950409,0.03355402,0.07403363
"17681","122.4_30.96",122.4,30.96,NA,NA,NA,NA
"17682","122.4_29.8",122.4,29.8,55.91164,0.07041625,0.4931207,0.9855401
"17683","122.57_31.42",122.57,31.42,2.039616,0.00225301,0.0195733,0.03381403
"17684","122.57_31.43",122.57,31.43,2.586051,0.002820646,0.02438307,0.04270168
"17685","122.57_31.44",122.57,31.44,2.036243,0.002132119,0.01825054,0.03324833
"17686","122.59_31.46",122.59,31.46,3.27386,0.003779554,0.03180478,0.05532112
"17687","122.59_31.47",122.59,31.47,3.224463,0.003729496,0.03114592,0.0544979
"17688","122.6_31.47",122.6,31.47,3.226235,0.00370894,0.03096138,0.05441458
"17689","122.61_31.5",122.61,31.5,NA,NA,NA,NA
"17690","122.48_31.19",122.48,31.19,3.847017,0.003579024,0.02923175,0.06054055
"17691","122.48_31.18",122.48,31.18,7.053057,0.006123531,0.05054662,0.1084573
"17692","122.48_31.17",122.48,31.17,3.966573,0.003583307,0.03104485,0.06144813
"17693","122.49_31.17",122.49,31.17,4.701316,0.004389629,0.03626357,0.07384105
"17694","122.49_31.16",122.49,31.16,6.984686,0.007735348,0.06053002,0.1166774
"17695","122.42_31.13",122.42,31.13,3.745027,0.004875428,0.03774065,0.06622542
"17696","122.42_31.14",122.42,31.14,4.813611,0.006490093,0.04977869,0.08634536
"17697","122.42_31.15",122.42,31.15,3.728287,0.005283393,0.04115332,0.06808452
"17698","122.43_31.15",122.43,31.15,1.791397,0.002252869,0.01923973,0.03103621
"17699","122.43_31.16",122.43,31.16,5.823675,0.007577592,0.05950939,0.1028294
"17700","122.43_31.17",122.43,31.17,2.663694,0.003827785,0.0287795,0.04908557
"17701","122.56_31.23",122.56,31.23,18.75465,0.02074719,0.1635269,0.3119629
"17702","122.57_31.25",122.57,31.25,9.778832,0.01400442,0.1036831,0.1811648
"17703","122.57_31.26",122.57,31.26,11.60591,0.01512963,0.1132512,0.2072506
"17704","122.57_31.27",122.57,31.27,11.07689,0.01504907,0.1170364,0.2001736
"17705","122.58_31.28",122.58,31.28,12.17374,0.01554516,0.1258738,0.2135384
"17706","122.58_31.3",122.58,31.3,9.170706,0.01077427,0.08509179,0.1571461
"17707","121.19_31.66",121.19,31.66,25.69111,0.0239615,0.1915251,0.4043689
"17708","121.19_31.67",121.19,31.67,NA,NA,NA,NA
"17709","121.18_31.67",121.18,31.67,NA,NA,NA,NA
"17710","121.18_31.68",121.18,31.68,NA,NA,NA,NA
"17711","121.17_31.68",121.17,31.68,NA,NA,NA,NA
"17712","121.16_31.68",121.16,31.68,NA,NA,NA,NA
"17713","121.16_31.69",121.16,31.69,NA,NA,NA,NA
"17714","121.15_31.69",121.15,31.69,NA,NA,NA,NA
"17715","121.14_31.69",121.14,31.69,NA,NA,NA,NA
"17716","121.14_31.7",121.14,31.7,NA,NA,NA,NA
"17717","121.13_31.7",121.13,31.7,NA,NA,NA,NA
"17718","121.13_31.71",121.13,31.71,NA,NA,NA,NA
"17719","121.12_31.71",121.12,31.71,NA,NA,NA,NA
"17720","121.12_31.72",121.12,31.72,NA,NA,NA,NA
"17721","121.11_31.72",121.11,31.72,NA,NA,NA,NA
"17722","121.11_31.73",121.11,31.73,NA,NA,NA,NA
"17723","121.1_31.73",121.1,31.73,NA,NA,NA,NA
"17724","121.1_31.74",121.1,31.74,NA,NA,NA,NA
"17725","121.09_31.74",121.09,31.74,NA,NA,NA,NA
"17726","121.09_31.75",121.09,31.75,NA,NA,NA,NA
"17727","121.08_31.75",121.08,31.75,NA,NA,NA,NA
"17728","121.07_31.75",121.07,31.75,NA,NA,NA,NA
"17729","121.07_31.76",121.07,31.76,NA,NA,NA,NA
"17730","121.06_31.76",121.06,31.76,NA,NA,NA,NA
"17731","121.05_31.76",121.05,31.76,NA,NA,NA,NA
"17732","121.05_31.77",121.05,31.77,NA,NA,NA,NA
"17733","121.04_31.77",121.04,31.77,NA,NA,NA,NA
"17734","121.03_31.77",121.03,31.77,NA,NA,NA,NA
"17735","121.02_31.77",121.02,31.77,NA,NA,NA,NA
"17736","121.01_31.77",121.01,31.77,NA,NA,NA,NA
"17737","121_31.77",121,31.77,NA,NA,NA,NA
"17738","120.99_31.77",120.99,31.77,NA,NA,NA,NA
"17739","120.98_31.77",120.98,31.77,NA,NA,NA,NA
"17740","120.97_31.77",120.97,31.77,NA,NA,NA,NA
"17741","120.97_31.78",120.97,31.78,NA,NA,NA,NA
"17742","120.96_31.78",120.96,31.78,14.79466,0.01424527,0.1091533,0.2358661
"17743","120.95_31.78",120.95,31.78,NA,NA,NA,NA
"17744","120.94_31.78",120.94,31.78,NA,NA,NA,NA
"17745","120.93_31.78",120.93,31.78,NA,NA,NA,NA
"17746","120.93_31.79",120.93,31.79,NA,NA,NA,NA
"17747","120.92_31.79",120.92,31.79,30.31612,0.02810285,0.222989,0.4765013
"17748","120.92_31.8",120.92,31.8,NA,NA,NA,NA
"17749","120.91_31.8",120.91,31.8,NA,NA,NA,NA
"17750","120.91_31.81",120.91,31.81,NA,NA,NA,NA
"17751","120.91_31.82",120.91,31.82,NA,NA,NA,NA
"17752","120.9_31.82",120.9,31.82,NA,NA,NA,NA
"17753","120.9_31.83",120.9,31.83,NA,NA,NA,NA
"17754","120.9_31.84",120.9,31.84,NA,NA,NA,NA
"17755","120.89_31.84",120.89,31.84,NA,NA,NA,NA
"17756","120.89_31.85",120.89,31.85,NA,NA,NA,NA
"17757","120.89_31.86",120.89,31.86,NA,NA,NA,NA
"17758","120.89_31.87",120.89,31.87,NA,NA,NA,NA
"17759","120.89_31.88",120.89,31.88,NA,NA,NA,NA
"17760","120.88_31.88",120.88,31.88,NA,NA,NA,NA
"17761","120.88_31.89",120.88,31.89,NA,NA,NA,NA
"17762","120.88_31.9",120.88,31.9,NA,NA,NA,NA
"17763","120.88_31.91",120.88,31.91,NA,NA,NA,NA
"17764","120.87_31.91",120.87,31.91,NA,NA,NA,NA
"17765","120.87_31.92",120.87,31.92,NA,NA,NA,NA
"17766","120.87_31.93",120.87,31.93,NA,NA,NA,NA
"17767","120.86_31.93",120.86,31.93,NA,NA,NA,NA
"17768","120.86_31.94",120.86,31.94,NA,NA,NA,NA
"17769","120.86_31.95",120.86,31.95,NA,NA,NA,NA
"17770","120.85_31.95",120.85,31.95,NA,NA,NA,NA
"17771","120.85_31.96",120.85,31.96,NA,NA,NA,NA
"17772","120.85_31.97",120.85,31.97,NA,NA,NA,NA
"17773","120.84_31.97",120.84,31.97,NA,NA,NA,NA
"17774","120.84_31.98",120.84,31.98,NA,NA,NA,NA
"17775","120.83_31.98",120.83,31.98,NA,NA,NA,NA
"17776","120.83_31.99",120.83,31.99,NA,NA,NA,NA
"17777","120.82_31.99",120.82,31.99,NA,NA,NA,NA
"17778","120.81_31.99",120.81,31.99,NA,NA,NA,NA
"17779","120.81_32",120.81,32,NA,NA,NA,NA
"17780","120.8_32",120.8,32,NA,NA,NA,NA
"17781","120.79_32",120.79,32,NA,NA,NA,NA
"17782","120.79_32.01",120.79,32.01,NA,NA,NA,NA
"17783","120.78_32.01",120.78,32.01,31.96446,0.02741756,0.219729,0.4914196
"17784","120.77_32.01",120.77,32.01,36.1488,0.03111012,0.2516317,0.5555648
"17785","120.76_32.01",120.76,32.01,NA,NA,NA,NA
"17786","120.75_32.01",120.75,32.01,31.79922,0.0277237,0.2247242,0.4912632
"17787","120.74_32.01",120.74,32.01,22.62115,0.01940802,0.1576435,0.3474876
"17788","120.73_32.01",120.73,32.01,9.726653,0.007798435,0.06235225,0.1466532
"17789","120.73_32",120.73,32,NA,NA,NA,NA
"17790","120.72_32",120.72,32,NA,NA,NA,NA
"17791","120.71_32",120.71,32,NA,NA,NA,NA
"17792","120.7_32",120.7,32,NA,NA,NA,NA
"17793","120.7_31.99",120.7,31.99,0.9534944,0.0007919393,0.006957574,0.01444795
"17794","120.71_31.99",120.71,31.99,1.008931,0.0007908845,0.0069379,0.01541348
"17795","120.69_32",120.69,32,NA,NA,NA,NA
"17796","120.68_32",120.68,32,NA,NA,NA,NA
"17797","120.67_32",120.67,32,16.76461,0.01480362,0.1196218,0.2599545
"17798","120.67_31.99",120.67,31.99,NA,NA,NA,NA
"17799","120.66_31.99",120.66,31.99,NA,NA,NA,NA
"17800","120.65_31.99",120.65,31.99,NA,NA,NA,NA
"17801","120.64_31.99",120.64,31.99,NA,NA,NA,NA
"17802","120.64_31.98",120.64,31.98,31.16743,0.02613521,0.2330144,0.4715875
"17803","120.68_31.99",120.68,31.99,NA,NA,NA,NA
"17804","120.74_32",120.74,32,NA,NA,NA,NA
"17805","120.78_32",120.78,32,NA,NA,NA,NA
"17806","120.8_31.99",120.8,31.99,NA,NA,NA,NA
"17807","120.82_31.98",120.82,31.98,NA,NA,NA,NA
"17808","120.82_31.97",120.82,31.97,3.511067,0.002876239,0.02364248,0.05298175
"17809","120.83_31.97",120.83,31.97,NA,NA,NA,NA
"17810","120.84_31.96",120.84,31.96,NA,NA,NA,NA
"17811","120.85_31.94",120.85,31.94,1.982215,0.001721321,0.0131088,0.03107035
