"","gid","gid","N","lon","lat"
"25906","122.056_29.8893","122.056_29.8893",1,122.056,29.8893
"25907","122.0558_29.8893","122.0558_29.8893",4,122.0558,29.8893
"25908","122.0497_30.6298","122.0497_30.6298",2,122.0497,30.6298
"25909","121.9315_29.9381","121.9315_29.9381",85,121.9315,29.9381
"25910","121.9315_29.938","121.9315_29.938",14,121.9315,29.938
"25911","121.6701_31.3288","121.6701_31.3288",3,121.6701,31.3288
"25912","121.6688_31.3307","121.6688_31.3307",3,121.6688,31.3307
"25913","121.6698_31.3307","121.6698_31.3307",1,121.6698,31.3307
"25914","121.6694_31.3306","121.6694_31.3306",2,121.6694,31.3306
"25915","121.6586_31.3361","121.6586_31.3361",1,121.6586,31.3361
"25916","121.6744_31.3271","121.6744_31.3271",3,121.6744,31.3271
"25917","121.6711_31.3292","121.6711_31.3292",2,121.6711,31.3292
"25918","121.6698_31.3296","121.6698_31.3296",5,121.6698,31.3296
"25919","121.6697_31.3296","121.6697_31.3296",10,121.6697,31.3296
"25920","121.8711_29.9357","121.8711_29.9357",1,121.8711,29.9357
"25921","122.0851_30.606","122.0851_30.606",1,122.0851,30.606
"25922","122.0857_30.6056","122.0857_30.6056",2,122.0857,30.6056
"25923","122.001_29.7666","122.001_29.7666",11,122.001,29.7666
"25924","122.086_30.6054","122.086_30.6054",6,122.086,30.6054
"25925","122.0027_29.7674","122.0027_29.7674",1,122.0027,29.7674
"25926","122.0026_29.7676","122.0026_29.7676",1,122.0026,29.7676
"25927","122.0833_30.6072","122.0833_30.6072",5,122.0833,30.6072
"25928","122.0832_30.6073","122.0832_30.6073",2,122.0832,30.6073
"25929","122.0856_30.6072","122.0856_30.6072",1,122.0856,30.6072
"25930","121.8405_29.9866","121.8405_29.9866",1,121.8405,29.9866
"25931","122.0824_30.6076","122.0824_30.6076",1,122.0824,30.6076
"25932","122.0488_30.6303","122.0488_30.6303",1,122.0488,30.6303
"25933","122.0524_29.8895","122.0524_29.8895",1,122.0524,29.8895
"25934","122.0527_29.8894","122.0527_29.8894",4,122.0527,29.8894
"25935","122.0532_29.8893","122.0532_29.8893",12,122.0532,29.8893
"25936","121.5895_31.3721","121.5895_31.3721",4,121.5895,31.3721
"25937","121.5895_31.372","121.5895_31.372",6,121.5895,31.372
"25938","121.5893_31.372","121.5893_31.372",4,121.5893,31.372
"25939","121.5893_31.3718","121.5893_31.3718",28,121.5893,31.3718
"25940","121.5891_31.3718","121.5891_31.3718",1,121.5891,31.3718
"25941","121.5895_31.3718","121.5895_31.3718",6,121.5895,31.3718
"25942","121.592_31.3699","121.592_31.3699",2,121.592,31.3699
"25943","121.5915_31.3702","121.5915_31.3702",1,121.5915,31.3702
"25944","121.4672_31.1269","121.4672_31.1269",457,121.4672,31.1269
"25945","121.4673_31.1269","121.4673_31.1269",51,121.4673,31.1269
"25946","121.4673_31.127","121.4673_31.127",29,121.4673,31.127
"25947","121.4672_31.1268","121.4672_31.1268",457,121.4672,31.1268
"25948","121.4671_31.1271","121.4671_31.1271",22,121.4671,31.1271
"25949","121.4673_31.1271","121.4673_31.1271",3,121.4673,31.1271
"25950","121.4671_31.1268","121.4671_31.1268",138,121.4671,31.1268
"25951","121.4674_31.1272","121.4674_31.1272",1,121.4674,31.1272
"25952","121.467_31.1268","121.467_31.1268",21,121.467,31.1268
"25953","121.4674_31.127","121.4674_31.127",4,121.4674,31.127
"25954","121.4675_31.127","121.4675_31.127",1,121.4675,31.127
"25955","121.467_31.1272","121.467_31.1272",1,121.467,31.1272
"25956","121.4669_31.1269","121.4669_31.1269",354,121.4669,31.1269
"25957","121.4672_31.1272","121.4672_31.1272",1,121.4672,31.1272
"25958","121.4673_31.1268","121.4673_31.1268",95,121.4673,31.1268
"25959","121.4674_31.1269","121.4674_31.1269",4,121.4674,31.1269
"25960","121.4673_31.1273","121.4673_31.1273",1,121.4673,31.1273
"25961","121.4675_31.1246","121.4675_31.1246",13,121.4675,31.1246
"25962","121.4676_31.1246","121.4676_31.1246",1,121.4676,31.1246
"25963","121.4674_31.1246","121.4674_31.1246",2,121.4674,31.1246
"25964","121.4669_31.1268","121.4669_31.1268",102,121.4669,31.1268
"25965","121.467_31.1267","121.467_31.1267",4,121.467,31.1267
"25966","121.4671_31.1267","121.4671_31.1267",55,121.4671,31.1267
"25967","121.4672_31.1267","121.4672_31.1267",333,121.4672,31.1267
"25968","121.4674_31.1267","121.4674_31.1267",4,121.4674,31.1267
"25969","121.4673_31.1266","121.4673_31.1266",8,121.4673,31.1266
"25970","121.4673_31.1267","121.4673_31.1267",44,121.4673,31.1267
"25971","121.4675_31.1268","121.4675_31.1268",1,121.4675,31.1268
"25972","121.4671_31.1272","121.4671_31.1272",1,121.4671,31.1272
"25973","121.4674_31.1268","121.4674_31.1268",5,121.4674,31.1268
"25974","121.4671_31.1266","121.4671_31.1266",1,121.4671,31.1266
"25975","121.4672_31.1266","121.4672_31.1266",16,121.4672,31.1266
"25976","121.4674_31.1266","121.4674_31.1266",3,121.4674,31.1266
"25977","121.4674_31.1271","121.4674_31.1271",1,121.4674,31.1271
"25978","121.9239_29.9339","121.9239_29.9339",4,121.9239,29.9339
"25979","121.9241_29.9341","121.9241_29.9341",1,121.9241,29.9341
"25980","121.6499_31.3406","121.6499_31.3406",1,121.6499,31.3406
"25981","121.864_29.9378","121.864_29.9378",1,121.864,29.9378
"25982","121.8636_29.9379","121.8636_29.9379",18,121.8636,29.9379
"25983","121.8635_29.9379","121.8635_29.9379",1,121.8635,29.9379
"25984","121.8637_29.9378","121.8637_29.9378",4,121.8637,29.9378
"25985","121.8634_29.9379","121.8634_29.9379",4,121.8634,29.9379
"25986","121.8634_29.9375","121.8634_29.9375",165,121.8634,29.9375
"25987","121.8632_29.9378","121.8632_29.9378",2,121.8632,29.9378
"25988","121.5916_31.3701","121.5916_31.3701",2,121.5916,31.3701
"25989","122.0635_29.8898","122.0635_29.8898",64,122.0635,29.8898
"25990","121.8421_29.9431","121.8421_29.9431",23,121.8421,29.9431
"25991","121.8404_29.9436","121.8404_29.9436",1,121.8404,29.9436
"25992","121.5895_31.3703","121.5895_31.3703",4,121.5895,31.3703
"25993","121.5894_31.3704","121.5894_31.3704",1,121.5894,31.3704
"25994","121.5948_31.3689","121.5948_31.3689",1,121.5948,31.3689
"25995","121.8402_29.9439","121.8402_29.9439",19,121.8402,29.9439
"25996","121.8402_29.9438","121.8402_29.9438",1,121.8402,29.9438
"25997","121.8395_29.9449","121.8395_29.9449",1,121.8395,29.9449
"25998","121.8403_29.9447","121.8403_29.9447",2,121.8403,29.9447
"25999","121.8401_29.9438","121.8401_29.9438",2,121.8401,29.9438
"26000","121.84_29.9439","121.84_29.9439",4,121.84,29.9439
"26001","121.5949_31.3673","121.5949_31.3673",8,121.5949,31.3673
"26002","121.5947_31.3674","121.5947_31.3674",1,121.5947,31.3674
"26003","121.5953_31.3673","121.5953_31.3673",7,121.5953,31.3673
"26004","121.595_31.3672","121.595_31.3672",1,121.595,31.3672
"26005","121.9255_29.9343","121.9255_29.9343",1,121.9255,29.9343
"26006","121.9536_30.0875","121.9536_30.0875",226,121.9536,30.0875
"26007","121.9535_30.0876","121.9535_30.0876",1335,121.9535,30.0876
"26008","121.9536_30.0876","121.9536_30.0876",364,121.9536,30.0876
"26009","121.9535_30.0875","121.9535_30.0875",18,121.9535,30.0875
"26010","121.9536_30.0877","121.9536_30.0877",2,121.9536,30.0877
"26011","121.9535_30.0877","121.9535_30.0877",6,121.9535,30.0877
"26012","122.0416_30.2303","122.0416_30.2303",1,122.0416,30.2303
"26013","122.0414_30.2304","122.0414_30.2304",2,122.0414,30.2304
"26014","122.0414_30.2303","122.0414_30.2303",3,122.0414,30.2303
"26015","122.0416_30.2302","122.0416_30.2302",3,122.0416,30.2302
"26016","122.0417_30.2302","122.0417_30.2302",2,122.0417,30.2302
"26017","122.0416_30.2301","122.0416_30.2301",2,122.0416,30.2301
"26018","121.5948_31.367","121.5948_31.367",1,121.5948,31.367
"26019","121.5952_31.3671","121.5952_31.3671",1,121.5952,31.3671
"26020","121.5946_31.3673","121.5946_31.3673",3,121.5946,31.3673
"26021","121.5948_31.3672","121.5948_31.3672",2,121.5948,31.3672
"26022","121.6698_31.3299","121.6698_31.3299",12,121.6698,31.3299
"26023","121.6702_31.3301","121.6702_31.3301",1,121.6702,31.3301
"26024","121.6698_31.33","121.6698_31.33",6,121.6698,31.33
"26025","121.6697_31.3301","121.6697_31.3301",2,121.6697,31.3301
"26026","121.6697_31.33","121.6697_31.33",11,121.6697,31.33
"26027","121.6696_31.3302","121.6696_31.3302",2,121.6696,31.3302
"26028","121.6699_31.3299","121.6699_31.3299",2,121.6699,31.3299
"26029","121.6699_31.3296","121.6699_31.3296",7,121.6699,31.3296
"26030","121.6698_31.3301","121.6698_31.3301",4,121.6698,31.3301
"26031","121.5933_31.3692","121.5933_31.3692",3,121.5933,31.3692
"26032","121.5933_31.3683","121.5933_31.3683",2,121.5933,31.3683
"26033","122.053_29.8893","122.053_29.8893",10,122.053,29.8893
"26034","122.2912_30.4778","122.2912_30.4778",1,122.2912,30.4778
"26035","122.2804_30.4788","122.2804_30.4788",4,122.2804,30.4788
"26036","122.2803_30.4788","122.2803_30.4788",2,122.2803,30.4788
"26037","122.0814_30.6083","122.0814_30.6083",2,122.0814,30.6083
"26038","122.082_30.608","122.082_30.608",6,122.082,30.608
"26039","121.8316_29.9468","121.8316_29.9468",1,121.8316,29.9468
"26040","121.9334_29.9389","121.9334_29.9389",5,121.9334,29.9389
"26041","121.9332_29.9386","121.9332_29.9386",1,121.9332,29.9386
"26042","121.9328_29.9393","121.9328_29.9393",11,121.9328,29.9393
"26043","121.652_31.3396","121.652_31.3396",2,121.652,31.3396
"26044","121.6521_31.3395","121.6521_31.3395",3,121.6521,31.3395
"26045","121.6556_31.3378","121.6556_31.3378",3,121.6556,31.3378
"26046","121.6556_31.3377","121.6556_31.3377",19,121.6556,31.3377
"26047","121.6488_31.34","121.6488_31.34",2,121.6488,31.34
"26048","121.4668_31.1269","121.4668_31.1269",92,121.4668,31.1269
"26049","121.4668_31.127","121.4668_31.127",9,121.4668,31.127
"26050","121.4669_31.127","121.4669_31.127",10,121.4669,31.127
"26051","121.467_31.1271","121.467_31.1271",3,121.467,31.1271
"26052","121.4668_31.1268","121.4668_31.1268",15,121.4668,31.1268
"26053","121.4669_31.1267","121.4669_31.1267",1,121.4669,31.1267
"26054","121.4668_31.1267","121.4668_31.1267",1,121.4668,31.1267
"26055","121.9314_29.938","121.9314_29.938",6,121.9314,29.938
"26056","121.9314_29.9379","121.9314_29.9379",4,121.9314,29.9379
"26057","121.9314_29.9381","121.9314_29.9381",18,121.9314,29.9381
"26058","121.9314_29.9382","121.9314_29.9382",5,121.9314,29.9382
"26059","121.9315_29.9382","121.9315_29.9382",30,121.9315,29.9382
"26060","121.8379_29.9455","121.8379_29.9455",3,121.8379,29.9455
"26061","121.8376_29.9457","121.8376_29.9457",1,121.8376,29.9457
"26062","121.8399_29.9439","121.8399_29.9439",1,121.8399,29.9439
"26063","121.8411_29.9442","121.8411_29.9442",1,121.8411,29.9442
"26064","121.5943_31.3676","121.5943_31.3676",1,121.5943,31.3676
"26065","121.5942_31.3678","121.5942_31.3678",3,121.5942,31.3678
"26066","121.594_31.3677","121.594_31.3677",1,121.594,31.3677
"26067","121.8397_29.9439","121.8397_29.9439",2,121.8397,29.9439
"26068","121.8398_29.944","121.8398_29.944",22,121.8398,29.944
"26069","121.9514_30.0857","121.9514_30.0857",2,121.9514,30.0857
"26070","121.9513_30.0857","121.9513_30.0857",8,121.9513,30.0857
"26071","121.9513_30.0859","121.9513_30.0859",1,121.9513,30.0859
"26072","121.9516_30.0872","121.9516_30.0872",8,121.9516,30.0872
"26073","121.9515_30.0872","121.9515_30.0872",7,121.9515,30.0872
"26074","121.9516_30.0873","121.9516_30.0873",1,121.9516,30.0873
"26075","121.9515_30.0873","121.9515_30.0873",2,121.9515,30.0873
"26076","121.9519_30.0864","121.9519_30.0864",42,121.9519,30.0864
"26077","121.9519_30.0865","121.9519_30.0865",7,121.9519,30.0865
"26078","121.9237_29.9339","121.9237_29.9339",4,121.9237,29.9339
"26079","122.051_29.8894","122.051_29.8894",10,122.051,29.8894
"26080","122.051_29.8895","122.051_29.8895",8,122.051,29.8895
"26081","122.0509_29.8897","122.0509_29.8897",1,122.0509,29.8897
"26082","122.0635_30.6206","122.0635_30.6206",2,122.0635,30.6206
"26083","122.0636_30.6203","122.0636_30.6203",2,122.0636,30.6203
"26084","122.0629_30.6204","122.0629_30.6204",4,122.0629,30.6204
"26085","122.0627_30.6203","122.0627_30.6203",3,122.0627,30.6203
"26086","122.0613_29.8894","122.0613_29.8894",285,122.0613,29.8894
"26087","122.0557_30.6255","122.0557_30.6255",3,122.0557,30.6255
"26088","121.9313_29.9382","121.9313_29.9382",6,121.9313,29.9382
"26089","121.9313_29.9381","121.9313_29.9381",3,121.9313,29.9381
"26090","121.9312_29.938","121.9312_29.938",25,121.9312,29.938
"26091","121.5932_31.3693","121.5932_31.3693",2,121.5932,31.3693
"26092","121.8345_29.9465","121.8345_29.9465",9,121.8345,29.9465
"26093","121.8344_29.9463","121.8344_29.9463",3,121.8344,29.9463
"26094","121.8344_29.9464","121.8344_29.9464",5,121.8344,29.9464
"26095","121.8415_29.944","121.8415_29.944",4,121.8415,29.944
"26096","121.5882_31.371","121.5882_31.371",12,121.5882,31.371
"26097","121.6538_31.3393","121.6538_31.3393",4,121.6538,31.3393
"26098","121.654_31.3386","121.654_31.3386",2,121.654,31.3386
"26099","121.9258_29.9344","121.9258_29.9344",1,121.9258,29.9344
"26100","121.9258_29.9345","121.9258_29.9345",1,121.9258,29.9345
"26101","122.1229_29.7944","122.1229_29.7944",496,122.1229,29.7944
"26102","122.1229_29.7943","122.1229_29.7943",329,122.1229,29.7943
"26103","122.123_29.7944","122.123_29.7944",183,122.123,29.7944
"26104","122.123_29.7943","122.123_29.7943",355,122.123,29.7943
"26105","122.1228_29.7944","122.1228_29.7944",4,122.1228,29.7944
"26106","122.1231_29.7943","122.1231_29.7943",4,122.1231,29.7943
"26107","122.1228_29.7943","122.1228_29.7943",6,122.1228,29.7943
"26108","122.1229_29.7945","122.1229_29.7945",4,122.1229,29.7945
"26109","122.1228_29.7946","122.1228_29.7946",1,122.1228,29.7946
"26110","122.1231_29.7944","122.1231_29.7944",2,122.1231,29.7944
"26111","122.123_29.7945","122.123_29.7945",2,122.123,29.7945
"26112","121.5888_31.3706","121.5888_31.3706",2,121.5888,31.3706
"26113","121.563_31.2902","121.563_31.2902",306,121.563,31.2902
"26114","121.5631_31.2902","121.5631_31.2902",29,121.5631,31.2902
"26115","121.5631_31.2901","121.5631_31.2901",297,121.5631,31.2901
"26116","121.563_31.2903","121.563_31.2903",31,121.563,31.2903
"26117","121.5631_31.2903","121.5631_31.2903",6,121.5631,31.2903
"26118","121.5632_31.2901","121.5632_31.2901",7,121.5632,31.2901
"26119","121.563_31.2901","121.563_31.2901",311,121.563,31.2901
"26120","121.5629_31.2902","121.5629_31.2902",249,121.5629,31.2902
"26121","121.5629_31.2903","121.5629_31.2903",5,121.5629,31.2903
"26122","121.5629_31.2901","121.5629_31.2901",103,121.5629,31.2901
"26123","121.5628_31.2902","121.5628_31.2902",6,121.5628,31.2902
"26124","121.5628_31.2901","121.5628_31.2901",2,121.5628,31.2901
"26125","121.6717_31.328","121.6717_31.328",2,121.6717,31.328
"26126","121.6715_31.3277","121.6715_31.3277",1,121.6715,31.3277
"26127","121.672_31.3287","121.672_31.3287",2,121.672,31.3287
"26128","121.6712_31.328","121.6712_31.328",5,121.6712,31.328
"26129","121.5629_31.29","121.5629_31.29",610,121.5629,31.29
"26130","121.5631_31.29","121.5631_31.29",817,121.5631,31.29
"26131","121.5632_31.29","121.5632_31.29",71,121.5632,31.29
"26132","121.5628_31.29","121.5628_31.29",105,121.5628,31.29
"26133","121.6711_31.328","121.6711_31.328",2,121.6711,31.328
"26134","121.6729_31.3286","121.6729_31.3286",1,121.6729,31.3286
"26135","121.4548_31.0108","121.4548_31.0108",260,121.4548,31.0108
"26136","121.4548_31.0109","121.4548_31.0109",101,121.4548,31.0109
"26137","121.4547_31.0109","121.4547_31.0109",18,121.4547,31.0109
"26138","121.4547_31.0108","121.4547_31.0108",15,121.4547,31.0108
"26139","121.4549_31.0109","121.4549_31.0109",26,121.4549,31.0109
"26140","121.4548_31.011","121.4548_31.011",3,121.4548,31.011
"26141","121.4549_31.0108","121.4549_31.0108",29,121.4549,31.0108
"26142","121.4549_31.011","121.4549_31.011",3,121.4549,31.011
"26143","121.4548_31.0107","121.4548_31.0107",21,121.4548,31.0107
"26144","121.4549_31.0107","121.4549_31.0107",9,121.4549,31.0107
"26145","121.4547_31.0107","121.4547_31.0107",2,121.4547,31.0107
"26146","121.4546_31.0107","121.4546_31.0107",1,121.4546,31.0107
"26147","121.4548_31.0106","121.4548_31.0106",1,121.4548,31.0106
"26148","121.4512_31.0107","121.4512_31.0107",17,121.4512,31.0107
"26149","121.4535_31.0109","121.4535_31.0109",26,121.4535,31.0109
"26150","121.4534_31.0108","121.4534_31.0108",2,121.4534,31.0108
"26151","121.4535_31.0108","121.4535_31.0108",1,121.4535,31.0108
"26152","121.6739_31.3274","121.6739_31.3274",2,121.6739,31.3274
"26153","121.6787_31.3265","121.6787_31.3265",1,121.6787,31.3265
"26154","121.6729_31.307","121.6729_31.307",1,121.6729,31.307
"26155","121.6788_31.3267","121.6788_31.3267",2,121.6788,31.3267
"26156","121.6727_31.327","121.6727_31.327",1,121.6727,31.327
"26157","121.6728_31.3295","121.6728_31.3295",331,121.6728,31.3295
"26158","121.6754_31.3265","121.6754_31.3265",3,121.6754,31.3265
"26159","121.665_31.3328","121.665_31.3328",1,121.665,31.3328
"26160","121.6778_31.3272","121.6778_31.3272",1,121.6778,31.3272
"26161","121.6728_31.3284","121.6728_31.3284",2,121.6728,31.3284
"26162","121.6724_31.3286","121.6724_31.3286",3,121.6724,31.3286
"26163","121.6788_31.3265","121.6788_31.3265",1,121.6788,31.3265
"26164","121.6734_31.3279","121.6734_31.3279",5,121.6734,31.3279
"26165","121.6735_31.328","121.6735_31.328",1,121.6735,31.328
"26166","121.6724_31.3272","121.6724_31.3272",1,121.6724,31.3272
"26167","121.6707_31.3298","121.6707_31.3298",1,121.6707,31.3298
"26168","121.6708_31.3299","121.6708_31.3299",2,121.6708,31.3299
"26169","121.6708_31.3297","121.6708_31.3297",2,121.6708,31.3297
"26170","121.6732_31.3282","121.6732_31.3282",1,121.6732,31.3282
"26171","121.6735_31.3281","121.6735_31.3281",1,121.6735,31.3281
"26172","121.6736_31.3283","121.6736_31.3283",1,121.6736,31.3283
"26173","121.6753_31.3265","121.6753_31.3265",4,121.6753,31.3265
"26174","121.6743_31.3259","121.6743_31.3259",1,121.6743,31.3259
"26175","122.0784_30.6104","122.0784_30.6104",5,122.0784,30.6104
"26176","122.0782_30.6106","122.0782_30.6106",2,122.0782,30.6106
"26177","122.0784_30.6107","122.0784_30.6107",15,122.0784,30.6107
"26178","122.0783_30.6105","122.0783_30.6105",7,122.0783,30.6105
"26179","122.0785_30.6103","122.0785_30.6103",11,122.0785,30.6103
"26180","122.0785_30.6107","122.0785_30.6107",12,122.0785,30.6107
"26181","122.0786_30.6102","122.0786_30.6102",4,122.0786,30.6102
"26182","122.0787_30.6102","122.0787_30.6102",7,122.0787,30.6102
"26183","122.0783_30.6104","122.0783_30.6104",1,122.0783,30.6104
"26184","122.0782_30.6105","122.0782_30.6105",1,122.0782,30.6105
"26185","122.0782_30.6103","122.0782_30.6103",1,122.0782,30.6103
"26186","122.0784_30.6108","122.0784_30.6108",17,122.0784,30.6108
"26187","122.0871_30.6047","122.0871_30.6047",1,122.0871,30.6047
"26188","122.087_30.6046","122.087_30.6046",1,122.087,30.6046
"26189","122.0872_30.6048","122.0872_30.6048",5,122.0872,30.6048
"26190","122.0697_30.6158","122.0697_30.6158",3,122.0697,30.6158
"26191","122.0572_29.8895","122.0572_29.8895",1,122.0572,29.8895
"26192","121.6639_31.3323","121.6639_31.3323",2,121.6639,31.3323
"26193","122.0509_29.8896","122.0509_29.8896",1,122.0509,29.8896
"26194","122.0507_29.8897","122.0507_29.8897",3,122.0507,29.8897
"26195","122.0525_30.6289","122.0525_30.6289",2,122.0525,30.6289
"26196","122.0525_30.6288","122.0525_30.6288",2,122.0525,30.6288
"26197","122.0528_30.6286","122.0528_30.6286",1,122.0528,30.6286
"26198","122.0521_30.6284","122.0521_30.6284",2,122.0521,30.6284
"26199","122.0529_30.6283","122.0529_30.6283",1,122.0529,30.6283
"26200","122.283_30.4769","122.283_30.4769",4,122.283,30.4769
"26201","122.283_30.477","122.283_30.477",2,122.283,30.477
"26202","122.2832_30.4772","122.2832_30.4772",12,122.2832,30.4772
"26203","122.2833_30.4773","122.2833_30.4773",1,122.2833,30.4773
"26204","122.2832_30.4773","122.2832_30.4773",2,122.2832,30.4773
"26205","122.2831_30.4771","122.2831_30.4771",5,122.2831,30.4771
"26206","122.283_30.4771","122.283_30.4771",4,122.283,30.4771
"26207","122.2831_30.4768","122.2831_30.4768",1,122.2831,30.4768
